plan_id,rescue_experiment,method,scenario_family,target_status,tissue,anchor_recording_uid,anchor_recording_id,primary_metric_name,primary_metric_unit,error_A,error_B,error_C,delta_add,delta_rescue,delta_remaining,processing_success_A,processing_success_B,processing_success_C,valid_primary_A,valid_primary_B,valid_primary_C,n_variants
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::2C-L3m2_Raw.csv,2C-L3m2,absolute_error_hours,hours,0.019017931251083198,0.034091894938116596,0.019017931251083198,0.001868245381380973,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::3A-L5m2_Raw.csv,3A-L5m2,absolute_error_hours,hours,0.024878153257409608,0.08521006537063158,0.02608625873013004,0.06764592191727736,0.06531744689146457,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::3B-T10m2_Raw.csv,3B-T10m2,absolute_error_hours,hours,0.016323657360560517,0.06481830538896638,0.016323657360560517,0.05414129015864155,0.05414129015863978,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::4B-T12m2_Raw.csv,4B-T12m2,absolute_error_hours,hours,0.02778599630609513,0.10153343998193698,0.027688952040497483,0.06690796640545038,0.0698190821731739,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,absolute_error_hours,hours,0.05575690844627346,0.054563468718704655,0.05764115817460613,0.009847990632016135,0.009847990632019687,-3.552713678800501e-15,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,absolute_error_hours,hours,0.013066311528751484,0.06737191497052919,0.013066311528751484,0.05854436445995326,0.05854436445995326,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,absolute_error_hours,hours,0.01959555361532317,0.050756205178643654,0.024638207182718475,0.031160651563320485,0.02107534442853165,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::5C-T12_Raw.csv,5C-T12,absolute_error_hours,hours,0.03979282512327842,0.05532781845171186,0.039792825123280195,0.030870757231024726,0.030870757231024726,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::5D-T10_Raw.csv,5D-T10,absolute_error_hours,hours,0.027522241957662175,0.06652578450166224,0.036090786467061875,0.0511391028823418,0.0511391028823418,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::6A-T7_Raw.csv,6A-T7,absolute_error_hours,hours,0.02961578156643263,0.11950729580886765,0.02961578156643263,0.08476198004047397,0.08476198004047397,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::6B-T5_Raw.csv,6B-T5,absolute_error_hours,hours,0.049563910364449626,0.07945149639549065,0.04553133819887911,0.020045688321950195,0.04661208674764694,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::7C-L1_Raw.csv,7C-L1,absolute_error_hours,hours,0.025265179770290302,0.036438717488506356,0.02868982178607915,0.006372986399169278,0.006372986399169278,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::7D-L2_Raw.csv,7D-L2,absolute_error_hours,hours,0.019281078896552728,0.0716796355047844,0.028858422940698958,0.04130291967070221,0.03983984474363922,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,absolute_error_hours,hours,0.016905479173543014,0.09013560940450382,0.016905479173541238,0.07305759567065984,0.0703517587939686,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,absolute_error_hours,hours,0.01742077836821565,0.04447002066085304,0.017420778368213874,0.022032074916255695,0.02203207491625392,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::8D-L4-1m1_Raw.csv,8D-L4-1m1,absolute_error_hours,hours,0.02647916349593693,0.07909278598636327,0.02647916349593693,0.0715124637424207,0.05699933867653151,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250811::2C-2ML1_Raw.csv,2C-2ML1,absolute_error_hours,hours,0.10607428685614373,0.053136797494037324,0.10583456457038665,-0.0509957289769325,-0.0509957289769325,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250811::2D-1FL2_Raw.csv,2D-1FL2,absolute_error_hours,hours,0.0698091490461703,0.08251410505059908,0.059397593462939824,0.0004919703412173959,0.016392814398619393,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250811::3A-1FL4_Raw.csv,3A-1FL4,absolute_error_hours,hours,0.012051766911270079,0.026204022892596157,0.016783965707459103,0.019374724988731273,0.013471080894134957,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250811::3D-1FT10_Raw.csv,3D-1FT10,absolute_error_hours,hours,0.11278634206755456,0.13166078777293322,0.11582818520027516,0.03517587939698252,0.00860948097128933,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250811::4A-2MT10_Raw.csv,4A-2MT10,absolute_error_hours,hours,0.0609796630731978,0.06571922205871239,0.05464209590768654,0.005165688582772887,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250811::4C-2MT5_Raw.csv,4C-2MT5,absolute_error_hours,hours,0.021792821094036796,0.05920065200127134,0.021792821094036796,0.044769418843371156,0.04476941884337293,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
