calibration_id,source_grid_id,method,segment,period_hours,amplitude_gt,amplitude_estimated,processing_success,failure_reason
cal_0041,SYN_A034_2D-1FL2_V000,STFT,pre,28.0,2.0,1.7653626538018385,True,
cal_0041,SYN_A034_2D-1FL2_V000,STFT,post,28.0,2.0,1.7653710486402576,True,
cal_0041,SYN_A034_2D-1FL2_V000,Hilbert,pre,28.0,2.0,1.9346644031171376,True,
cal_0041,SYN_A034_2D-1FL2_V000,Hilbert,post,28.0,2.0,1.801397430214294,True,
cal_0041,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,28.0,2.0,1.9762049373842694,True,
cal_0041,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,28.0,2.0,1.9824821454176138,True,
cal_0042,SYN_A034_2D-1FL2_V000,STFT,pre,30.0,2.0,1.7462317058460601,True,
cal_0042,SYN_A034_2D-1FL2_V000,STFT,post,30.0,2.0,1.7462317058460604,True,
cal_0042,SYN_A034_2D-1FL2_V000,Hilbert,pre,30.0,2.0,1.5399190598117407,True,
cal_0042,SYN_A034_2D-1FL2_V000,Hilbert,post,30.0,2.0,1.4080515747653568,True,
cal_0042,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,30.0,2.0,1.9659589442789962,True,
cal_0042,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,30.0,2.0,1.970275826749206,True,
cal_0043,SYN_A034_2D-1FL2_V000,STFT,pre,20.0,4.0,4.328331421781284,True,
cal_0043,SYN_A034_2D-1FL2_V000,STFT,post,20.0,4.0,4.328341492343858,True,
